theta0,w0,safe
1.6965,-3.2254,1
1.7593,-3.2254,1
1.8221,-3.2254,0
1.8850,-3.2254,0
-1.8850,-2.9950,0
-1.8221,-2.9950,1
-1.7593,-2.9950,1
-1.6965,-2.9950,1
-1.6336,-2.9950,1
-1.5708,-2.9950,1
-1.5080,-2.9950,1
-1.4451,-2.9950,1
-1.3823,-2.9950,1
-1.3195,-2.9950,1
-1.2566,-2.9950,1
-1.1938,-2.9950,1
-1.1310,-2.9950,1
-1.0681,-2.9950,1
-1.0053,-2.9950,1
-0.9425,-2.9950,1
-0.8796,-2.9950,1
-0.8168,-2.9950,1
-0.7540,-2.9950,1
-0.6912,-2.9950,1
-0.6283,-2.9950,1
-0.5655,-2.9950,1
-0.5027,-2.9950,1
-0.4398,-2.9950,1
-0.3770,-2.9950,1
-0.3142,-2.9950,1
-0.2513,-2.9950,1
-0.1885,-2.9950,1
-0.1257,-2.9950,1
-0.0628,-2.9950,1
0.0000,-2.9950,1
0.0628,-2.9950,1
0.1257,-2.9950,1
0.1885,-2.9950,1
0.2513,-2.9950,1
0.3142,-2.9950,1
0.3770,-2.9950,1
0.4398,-2.9950,1
0.5027,-2.9950,1
0.5655,-2.9950,1
0.6283,-2.9950,1
0.6912,-2.9950,1
0.7540,-2.9950,1
0.8168,-2.9950,1
0.8796,-2.9950,1
0.9425,-2.9950,1
1.0053,-2.9950,1
1.0681,-2.9950,1
1.1310,-2.9950,1
1.1938,-2.9950,1
1.2566,-2.9950,1
1.3195,-2.9950,1
1.3823,-2.9950,1
1.4451,-2.9950,1
1.5080,-2.9950,1
1.5708,-2.9950,1
1.6336,-2.9950,1
1.6965,-2.9950,1
1.7593,-2.9950,1
1.8221,-2.9950,1
1.8850,-2.9950,0
-1.8850,-2.7646,0
-1.8221,-2.7646,1
-1.7593,-2.7646,1
-1.6965,-2.7646,1
-1.6336,-2.7646,1
-1.5708,-2.7646,1
-1.5080,-2.7646,1
-1.4451,-2.7646,1
-1.3823,-2.7646,1
-1.3195,-2.7646,1
-1.2566,-2.7646,1
-1.1938,-2.7646,1
-1.1310,-2.7646,1
-1.0681,-2.7646,1
-1.0053,-2.7646,1
-0.9425,-2.7646,1
-0.8796,-2.7646,1
-0.8168,-2.7646,1
-0.7540,-2.7646,1
-0.6912,-2.7646,1
-0.6283,-2.7646,1
-0.5655,-2.7646,1
-0.5027,-2.7646,1
-0.4398,-2.7646,1
-0.3770,-2.7646,1
-0.3142,-2.7646,1
-0.2513,-2.7646,1
-0.1885,-2.7646,1
-0.1257,-2.7646,1
-0.0628,-2.7646,1
0.0000,-2.7646,1
0.0628,-2.7646,1
0.1257,-2.7646,1
0.1885,-2.7646,1
0.2513,-2.7646,1
0.3142,-2.7646,1
0.3770,-2.7646,1
0.4398,-2.7646,1
0.5027,-2.7646,1
0.5655,-2.7646,1
0.6283,-2.7646,1
0.6912,-2.7646,1
0.7540,-2.7646,1
0.8168,-2.7646,1
0.8796,-2.7646,1
0.9425,-2.7646,1
1.0053,-2.7646,1
1.0681,-2.7646,1
1.1310,-2.7646,1
1.1938,-2.7646,1
1.2566,-2.7646,1
1.3195,-2.7646,1
1.3823,-2.7646,1
1.4451,-2.7646,1
1.5080,-2.7646,1
1.5708,-2.7646,1
1.6336,-2.7646,1
1.6965,-2.7646,1
1.7593,-2.7646,1
1.8221,-2.7646,1
1.8850,-2.7646,0
-1.8850,-2.5342,0
-1.8221,-2.5342,1
-1.7593,-2.5342,1
-1.6965,-2.5342,1
-1.6336,-2.5342,1
-1.5708,-2.5342,1
-1.5080,-2.5342,1
-1.4451,-2.5342,1
-1.3823,-2.5342,1
-1.3195,-2.5342,1
-1.2566,-2.5342,1
-1.1938,-2.5342,1
-1.1310,-2.5342,1
-1.0681,-2.5342,1
-1.0053,-2.5342,1
-0.9425,-2.5342,1
-0.8796,-2.5342,1
-0.8168,-2.5342,1
-0.7540,-2.5342,1
-0.6912,-2.5342,1
-0.6283,-2.5342,1
-0.5655,-2.5342,1
-0.5027,-2.5342,1
-0.4398,-2.5342,1
-0.3770,-2.5342,1
-0.3142,-2.5342,1
-0.2513,-2.5342,1
-0.1885,-2.5342,1
-0.1257,-2.5342,1
-0.0628,-2.5342,1
0.0000,-2.5342,1
0.0628,-2.5342,1
0.1257,-2.5342,1
0.1885,-2.5342,1
0.2513,-2.5342,1
0.3142,-2.5342,1
0.3770,-2.5342,1
0.4398,-2.5342,1
0.5027,-2.5342,1
0.5655,-2.5342,1
0.6283,-2.5342,1
0.6912,-2.5342,1
0.7540,-2.5342,1
0.8168,-2.5342,1
0.8796,-2.5342,1
0.9425,-2.5342,1
1.0053,-2.5342,1
1.0681,-2.5342,1
1.1310,-2.5342,1
1.1938,-2.5342,1
1.2566,-2.5342,1
1.3195,-2.5342,1
1.3823,-2.5342,1
1.4451,-2.5342,1
1.5080,-2.5342,1
1.5708,-2.5342,1
1.6336,-2.5342,1
1.6965,-2.5342,1
1.7593,-2.5342,1
1.8221,-2.5342,1
1.8850,-2.5342,0
-1.8850,-2.3038,0
-1.8221,-2.3038,1
-1.7593,-2.3038,1
-1.6965,-2.3038,1
-1.6336,-2.3038,1
-1.5708,-2.3038,1
-1.5080,-2.3038,1
-1.4451,-2.3038,1
-1.3823,-2.3038,1
-1.3195,-2.3038,1
-1.2566,-2.3038,1
-1.1938,-2.3038,1
-1.1310,-2.3038,1
-1.0681,-2.3038,1
-1.0053,-2.3038,1
-0.9425,-2.3038,1
-0.8796,-2.3038,1
-0.8168,-2.3038,1
-0.7540,-2.3038,1
-0.6912,-2.3038,1
-0.6283,-2.3038,1
-0.5655,-2.3038,1
-0.5027,-2.3038,1
-0.4398,-2.3038,1
-0.3770,-2.3038,1
-0.3142,-2.3038,1
-0.2513,-2.3038,1
-0.1885,-2.3038,1
-0.1257,-2.3038,1
-0.0628,-2.3038,1
0.0000,-2.3038,1
0.0628,-2.3038,1
0.1257,-2.3038,1
0.1885,-2.3038,1
0.2513,-2.3038,1
0.3142,-2.3038,1
0.3770,-2.3038,1
0.4398,-2.3038,1
0.5027,-2.3038,1
0.5655,-2.3038,1
0.6283,-2.3038,1
0.6912,-2.3038,1
0.7540,-2.3038,1
0.8168,-2.3038,1
0.8796,-2.3038,1
0.9425,-2.3038,1
1.0053,-2.3038,1
1.0681,-2.3038,1
1.1310,-2.3038,1
1.1938,-2.3038,1
1.2566,-2.3038,1
1.3195,-2.3038,1
1.3823,-2.3038,1
1.4451,-2.3038,1
1.5080,-2.3038,1
1.5708,-2.3038,1
1.6336,-2.3038,1
1.6965,-2.3038,1
1.7593,-2.3038,1
1.8221,-2.3038,1
1.8850,-2.3038,0
-1.8850,-2.0735,0
-1.8221,-2.0735,1
-1.7593,-2.0735,1
-1.6965,-2.0735,1
-1.6336,-2.0735,1
-1.5708,-2.0735,1
-1.5080,-2.0735,1
-1.4451,-2.0735,1
-1.3823,-2.0735,1
-1.3195,-2.0735,1
-1.2566,-2.0735,1
-1.1938,-2.0735,1
-1.1310,-2.0735,1
-1.0681,-2.0735,1
-1.0053,-2.0735,1
-0.9425,-2.0735,1
-0.8796,-2.0735,1
-0.8168,-2.0735,1
-0.7540,-2.0735,1
-0.6912,-2.0735,1
-0.6283,-2.0735,1
-0.5655,-2.0735,1
-0.5027,-2.0735,1
-0.4398,-2.0735,1
-0.3770,-2.0735,1
-0.3142,-2.0735,1
-0.2513,-2.0735,1
-0.1885,-2.0735,1
-0.1257,-2.0735,1
-0.0628,-2.0735,1
0.0000,-2.0735,1
0.0628,-2.0735,1
0.1257,-2.0735,1
0.1885,-2.0735,1
0.2513,-2.0735,1
0.3142,-2.0735,1
0.3770,-2.0735,1
0.4398,-2.0735,1
0.5027,-2.0735,1
0.5655,-2.0735,1
0.6283,-2.0735,1
0.6912,-2.0735,1
0.7540,-2.0735,1
0.8168,-2.0735,1
0.8796,-2.0735,1
0.9425,-2.0735,1
1.0053,-2.0735,1
1.0681,-2.0735,1
1.1310,-2.0735,1
1.1938,-2.0735,1
1.2566,-2.0735,1
1.3195,-2.0735,1
1.3823,-2.0735,1
1.4451,-2.0735,1
1.5080,-2.0735,1
1.5708,-2.0735,1
1.6336,-2.0735,1
1.6965,-2.0735,1
1.7593,-2.0735,1
1.8221,-2.0735,1
1.8850,-2.0735,0
-1.8850,-1.8431,0
-1.8221,-1.8431,1
-1.7593,-1.8431,1
-1.6965,-1.8431,1
-1.6336,-1.8431,1
-1.5708,-1.8431,1
-1.5080,-1.8431,1
-1.4451,-1.8431,1
-1.3823,-1.8431,1
-1.3195,-1.8431,1
-1.2566,-1.8431,1
-1.1938,-1.8431,1
-1.1310,-1.8431,1
-1.0681,-1.8431,1
-1.0053,-1.8431,1
-0.9425,-1.8431,1
-0.8796,-1.8431,1
-0.8168,-1.8431,1
-0.7540,-1.8431,1
-0.6912,-1.8431,1
-0.6283,-1.8431,1
-0.5655,-1.8431,1
-0.5027,-1.8431,1
-0.4398,-1.8431,1
-0.3770,-1.8431,1
-0.3142,-1.8431,1
-0.2513,-1.8431,1
-0.1885,-1.8431,1
-0.1257,-1.8431,1
-0.0628,-1.8431,1
0.0000,-1.8431,1
0.0628,-1.8431,1
0.1257,-1.8431,1
0.1885,-1.8431,1
0.2513,-1.8431,1
0.3142,-1.8431,1
0.3770,-1.8431,1
0.4398,-1.8431,1
0.5027,-1.8431,1
0.5655,-1.8431,1
0.6283,-1.8431,1
0.6912,-1.8431,1
0.7540,-1.8431,1
0.8168,-1.8431,1
0.8796,-1.8431,1
0.9425,-1.8431,1
1.0053,-1.8431,1
1.0681,-1.8431,1
1.1310,-1.8431,1
1.1938,-1.8431,1
1.2566,-1.8431,1
1.3195,-1.8431,1
1.3823,-1.8431,1
1.4451,-1.8431,1
1.5080,-1.8431,1
1.5708,-1.8431,1
1.6336,-1.8431,1
1.6965,-1.8431,1
1.7593,-1.8431,1
1.8221,-1.8431,1
1.8850,-1.8431,0
-1.8850,-1.6127,0
-1.8221,-1.6127,1
-1.7593,-1.6127,1
-1.6965,-1.6127,1
-1.6336,-1.6127,1
-1.5708,-1.6127,1
-1.5080,-1.6127,1
-1.4451,-1.6127,1
-1.3823,-1.6127,1
-1.3195,-1.6127,1
-1.2566,-1.6127,1
-1.1938,-1.6127,1
-1.1310,-1.6127,1
-1.0681,-1.6127,1
-1.0053,-1.6127,1
-0.9425,-1.6127,1
-0.8796,-1.6127,1
-0.8168,-1.6127,1
-0.7540,-1.6127,1
-0.6912,-1.6127,1
-0.6283,-1.6127,1
-0.5655,-1.6127,1
-0.5027,-1.6127,1
-0.4398,-1.6127,1
-0.3770,-1.6127,1
-0.3142,-1.6127,1
-0.2513,-1.6127,1
-0.1885,-1.6127,1
-0.1257,-1.6127,1
-0.0628,-1.6127,1
0.0000,-1.6127,1
0.0628,-1.6127,1
0.1257,-1.6127,1
0.1885,-1.6127,1
0.2513,-1.6127,1
0.3142,-1.6127,1
0.3770,-1.6127,1
0.4398,-1.6127,1
0.5027,-1.6127,1
0.5655,-1.6127,1
0.6283,-1.6127,1
0.6912,-1.6127,1
0.7540,-1.6127,1
0.8168,-1.6127,1
0.8796,-1.6127,1
0.9425,-1.6127,1
1.0053,-1.6127,1
1.0681,-1.6127,1
1.1310,-1.6127,1
1.1938,-1.6127,1
1.2566,-1.6127,1
1.3195,-1.6127,1
1.3823,-1.6127,1
1.4451,-1.6127,1
1.5080,-1.6127,1
1.5708,-1.6127,1
1.6336,-1.6127,1
1.6965,-1.6127,1
1.7593,-1.6127,1
1.8221,-1.6127,1
1.8850,-1.6127,0
-1.8850,-1.3823,0
-1.8221,-1.3823,1
-1.7593,-1.3823,1
-1.6965,-1.3823,1
-1.6336,-1.3823,1
-1.5708,-1.3823,1
-1.5080,-1.3823,1
-1.4451,-1.3823,1
-1.3823,-1.3823,1
-1.3195,-1.3823,1
-1.2566,-1.3823,1
-1.1938,-1.3823,1
-1.1310,-1.3823,1
-1.0681,-1.3823,1
-1.0053,-1.3823,1
-0.9425,-1.3823,1
-0.8796,-1.3823,1
-0.8168,-1.3823,1
-0.7540,-1.3823,1
-0.6912,-1.3823,1
-0.6283,-1.3823,1
-0.5655,-1.3823,1
-0.5027,-1.3823,1
-0.4398,-1.3823,1
-0.3770,-1.3823,1
-0.3142,-1.3823,1
-0.2513,-1.3823,1
-0.1885,-1.3823,1
-0.1257,-1.3823,1
-0.0628,-1.3823,1
0.0000,-1.3823,1
0.0628,-1.3823,1
0.1257,-1.3823,1
0.1885,-1.3823,1
0.2513,-1.3823,1
0.3142,-1.3823,1
0.3770,-1.3823,1
0.4398,-1.3823,1
0.5027,-1.3823,1
0.5655,-1.3823,1
0.6283,-1.3823,1
0.6912,-1.3823,1
0.7540,-1.3823,1
0.8168,-1.3823,1
0.8796,-1.3823,1
0.9425,-1.3823,1
1.0053,-1.3823,1
1.0681,-1.3823,1
1.1310,-1.3823,1
1.1938,-1.3823,1
1.2566,-1.3823,1
1.3195,-1.3823,1
1.3823,-1.3823,1
1.4451,-1.3823,1
1.5080,-1.3823,1
1.5708,-1.3823,1
1.6336,-1.3823,1
1.6965,-1.3823,1
1.7593,-1.3823,1
1.8221,-1.3823,1
1.8850,-1.3823,0
-1.8850,-1.1519,0
-1.8221,-1.1519,1
-1.7593,-1.1519,1
-1.6965,-1.1519,1
-1.6336,-1.1519,1
-1.5708,-1.1519,1
-1.5080,-1.1519,1
-1.4451,-1.1519,1
-1.3823,-1.1519,1
-1.3195,-1.1519,1
-1.2566,-1.1519,1
-1.1938,-1.1519,1
-1.1310,-1.1519,1
-1.0681,-1.1519,1
-1.0053,-1.1519,1
-0.9425,-1.1519,1
-0.8796,-1.1519,1
-0.8168,-1.1519,1
-0.7540,-1.1519,1
-0.6912,-1.1519,1
-0.6283,-1.1519,1
-0.5655,-1.1519,1
-0.5027,-1.1519,1
-0.4398,-1.1519,1
-0.3770,-1.1519,1
-0.3142,-1.1519,1
-0.2513,-1.1519,1
-0.1885,-1.1519,1
-0.1257,-1.1519,1
-0.0628,-1.1519,1
0.0000,-1.1519,1
0.0628,-1.1519,1
0.1257,-1.1519,1
0.1885,-1.1519,1
0.2513,-1.1519,1
0.3142,-1.1519,1
0.3770,-1.1519,1
0.4398,-1.1519,1
0.5027,-1.1519,1
0.5655,-1.1519,1
0.6283,-1.1519,1
0.6912,-1.1519,1
0.7540,-1.1519,1
0.8168,-1.1519,1
0.8796,-1.1519,1
0.9425,-1.1519,1
1.0053,-1.1519,1
1.0681,-1.1519,1
1.1310,-1.1519,1
1.1938,-1.1519,1
1.2566,-1.1519,1
1.3195,-1.1519,1
1.3823,-1.1519,1
1.4451,-1.1519,1
1.5080,-1.1519,1
1.5708,-1.1519,1
1.6336,-1.1519,1
1.6965,-1.1519,1
1.7593,-1.1519,1
1.8221,-1.1519,1
1.8850,-1.1519,0
-1.8850,-0.9215,0
-1.8221,-0.9215,1
-1.7593,-0.9215,1
-1.6965,-0.9215,1
-1.6336,-0.9215,1
-1.5708,-0.9215,1
-1.5080,-0.9215,1
-1.4451,-0.9215,1
-1.3823,-0.9215,1
-1.3195,-0.9215,1
-1.2566,-0.9215,1
-1.1938,-0.9215,1
-1.1310,-0.9215,1
-1.0681,-0.9215,1
-1.0053,-0.9215,1
-0.9425,-0.9215,1
-0.8796,-0.9215,1
-0.8168,-0.9215,1
-0.7540,-0.9215,1
-0.6912,-0.9215,1
-0.6283,-0.9215,1
-0.5655,-0.9215,1
-0.5027,-0.9215,1
-0.4398,-0.9215,1
-0.3770,-0.9215,1
-0.3142,-0.9215,1
-0.2513,-0.9215,1
-0.1885,-0.9215,1
-0.1257,-0.9215,1
-0.0628,-0.9215,1
0.0000,-0.9215,1
0.0628,-0.9215,1
0.1257,-0.9215,1
0.1885,-0.9215,1
0.2513,-0.9215,1
0.3142,-0.9215,1
0.3770,-0.9215,1
0.4398,-0.9215,1
0.5027,-0.9215,1
0.5655,-0.9215,1
0.6283,-0.9215,1
0.6912,-0.9215,1
0.7540,-0.9215,1
0.8168,-0.9215,1
0.8796,-0.9215,1
0.9425,-0.9215,1
1.0053,-0.9215,1
1.0681,-0.9215,1
1.1310,-0.9215,1
1.1938,-0.9215,1
1.2566,-0.9215,1
1.3195,-0.9215,1
1.3823,-0.9215,1
1.4451,-0.9215,1
1.5080,-0.9215,1
1.5708,-0.9215,1
1.6336,-0.9215,1
1.6965,-0.9215,1
1.7593,-0.9215,1
1.8221,-0.9215,1
1.8850,-0.9215,0
-1.8850,-0.6912,0
-1.8221,-0.6912,1
-1.7593,-0.6912,1
-1.6965,-0.6912,1
-1.6336,-0.6912,1
-1.5708,-0.6912,1
-1.5080,-0.6912,1
-1.4451,-0.6912,1
-1.3823,-0.6912,1
-1.3195,-0.6912,1
-1.2566,-0.6912,1
-1.1938,-0.6912,1
-1.1310,-0.6912,1
-1.0681,-0.6912,1
-1.0053,-0.6912,1
-0.9425,-0.6912,1
-0.8796,-0.6912,1
-0.8168,-0.6912,1
-0.7540,-0.6912,1
-0.6912,-0.6912,1
-0.6283,-0.6912,1
-0.5655,-0.6912,1
-0.5027,-0.6912,1
-0.4398,-0.6912,1
-0.3770,-0.6912,1
-0.3142,-0.6912,1
-0.2513,-0.6912,1
-0.1885,-0.6912,1
-0.1257,-0.6912,1
-0.0628,-0.6912,1
0.0000,-0.6912,1
0.0628,-0.6912,1
0.1257,-0.6912,1
0.1885,-0.6912,1
0.2513,-0.6912,1
0.3142,-0.6912,1
0.3770,-0.6912,1
0.4398,-0.6912,1
0.5027,-0.6912,1
0.5655,-0.6912,1
0.6283,-0.6912,1
0.6912,-0.6912,1
0.7540,-0.6912,1
0.8168,-0.6912,1
0.8796,-0.6912,1
0.9425,-0.6912,1
1.0053,-0.6912,1
1.0681,-0.6912,1
1.1310,-0.6912,1
1.1938,-0.6912,1
1.2566,-0.6912,1
1.3195,-0.6912,1
1.3823,-0.6912,1
1.4451,-0.6912,1
1.5080,-0.6912,1
1.5708,-0.6912,1
1.6336,-0.6912,1
1.6965,-0.6912,1
1.7593,-0.6912,1
1.8221,-0.6912,1
1.8850,-0.6912,0
-1.8850,-0.4608,0
-1.8221,-0.4608,1
-1.7593,-0.4608,1
-1.6965,-0.4608,1
-1.6336,-0.4608,1
-1.5708,-0.4608,1
-1.5080,-0.4608,1
-1.4451,-0.4608,1
-1.3823,-0.4608,1
-1.3195,-0.4608,1
-1.2566,-0.4608,1
-1.1938,-0.4608,1
-1.1310,-0.4608,1
-1.0681,-0.4608,1
-1.0053,-0.4608,1
-0.9425,-0.4608,1
-0.8796,-0.4608,1
-0.8168,-0.4608,1
-0.7540,-0.4608,1
-0.6912,-0.4608,1
-0.6283,-0.4608,1
-0.5655,-0.4608,1
-0.5027,-0.4608,1
-0.4398,-0.4608,1
-0.3770,-0.4608,1
-0.3142,-0.4608,1
-0.2513,-0.4608,1
-0.1885,-0.4608,1
-0.1257,-0.4608,1
-0.0628,-0.4608,1
0.0000,-0.4608,1
0.0628,-0.4608,1
0.1257,-0.4608,1
0.1885,-0.4608,1
0.2513,-0.4608,1
0.3142,-0.4608,1
0.3770,-0.4608,1
0.4398,-0.4608,1
0.5027,-0.4608,1
0.5655,-0.4608,1
0.6283,-0.4608,1
0.6912,-0.4608,1
0.7540,-0.4608,1
0.8168,-0.4608,1
0.8796,-0.4608,1
0.9425,-0.4608,1
1.0053,-0.4608,1
1.0681,-0.4608,1
1.1310,-0.4608,1
1.1938,-0.4608,1
1.2566,-0.4608,1
1.3195,-0.4608,1
1.3823,-0.4608,1
1.4451,-0.4608,1
1.5080,-0.4608,1
1.5708,-0.4608,1
1.6336,-0.4608,1
1.6965,-0.4608,1
1.7593,-0.4608,1
1.8221,-0.4608,1
1.8850,-0.4608,0
-1.8850,-0.2304,0
-1.8221,-0.2304,1
-1.7593,-0.2304,1
-1.6965,-0.2304,1
-1.6336,-0.2304,1
-1.5708,-0.2304,1
-1.5080,-0.2304,1
-1.4451,-0.2304,1
-1.3823,-0.2304,1
-1.3195,-0.2304,1
-1.2566,-0.2304,1
-1.1938,-0.2304,1
-1.1310,-0.2304,1
-1.0681,-0.2304,1
-1.0053,-0.2304,1
-0.9425,-0.2304,1
-0.8796,-0.2304,1
-0.8168,-0.2304,1
-0.7540,-0.2304,1
-0.6912,-0.2304,1
-0.6283,-0.2304,1
-0.5655,-0.2304,1
-0.5027,-0.2304,1
-0.4398,-0.2304,1
-0.3770,-0.2304,1
-0.3142,-0.2304,1
-0.2513,-0.2304,1
-0.1885,-0.2304,1
-0.1257,-0.2304,1
-0.0628,-0.2304,1
0.0000,-0.2304,1
0.0628,-0.2304,1
0.1257,-0.2304,1
0.1885,-0.2304,1
0.2513,-0.2304,1
0.3142,-0.2304,1
0.3770,-0.2304,1
0.4398,-0.2304,1
0.5027,-0.2304,1
0.5655,-0.2304,1
0.6283,-0.2304,1
0.6912,-0.2304,1
0.7540,-0.2304,1
0.8168,-0.2304,1
0.8796,-0.2304,1
0.9425,-0.2304,1
1.0053,-0.2304,1
1.0681,-0.2304,1
1.1310,-0.2304,1
1.1938,-0.2304,1
1.2566,-0.2304,1
1.3195,-0.2304,1
1.3823,-0.2304,1
1.4451,-0.2304,1
1.5080,-0.2304,1
1.5708,-0.2304,1
1.6336,-0.2304,1
1.6965,-0.2304,1
1.7593,-0.2304,1
1.8221,-0.2304,1
1.8850,-0.2304,0
-1.8850,0.0000,0
-1.8221,0.0000,1
-1.7593,0.0000,1
-1.6965,0.0000,1
-1.6336,0.0000,1
-1.5708,0.0000,1
-1.5080,0.0000,1
-1.4451,0.0000,1
-1.3823,0.0000,1
-1.3195,0.0000,1
-1.2566,0.0000,1
-1.1938,0.0000,1
-1.1310,0.0000,1
-1.0681,0.0000,1
-1.0053,0.0000,1
-0.9425,0.0000,1
-0.8796,0.0000,1
-0.8168,0.0000,1
-0.7540,0.0000,1
-0.6912,0.0000,1
-0.6283,0.0000,1
-0.5655,0.0000,1
-0.5027,0.0000,1
-0.4398,0.0000,1
-0.3770,0.0000,1
-0.3142,0.0000,1
-0.2513,0.0000,1
-0.1885,0.0000,1
-0.1257,0.0000,1
-0.0628,0.0000,1
0.0000,0.0000,1
0.0628,0.0000,1
0.1257,0.0000,1
0.1885,0.0000,1
0.2513,0.0000,1
0.3142,0.0000,1
0.3770,0.0000,1
0.4398,0.0000,1
0.5027,0.0000,1
0.5655,0.0000,1
0.6283,0.0000,1
0.6912,0.0000,1
0.7540,0.0000,1
0.8168,0.0000,1
0.8796,0.0000,1
0.9425,0.0000,1
1.0053,0.0000,1
1.0681,0.0000,1
1.1310,0.0000,1
1.1938,0.0000,1
1.2566,0.0000,1
1.3195,0.0000,1
1.3823,0.0000,1
1.4451,0.0000,1
1.5080,0.0000,1
1.5708,0.0000,1
1.6336,0.0000,1
1.6965,0.0000,1
1.7593,0.0000,1
1.8221,0.0000,1
1.8850,0.0000,0
-1.8850,0.2304,0
-1.8221,0.2304,1
-1.7593,0.2304,1
-1.6965,0.2304,1
-1.6336,0.2304,1
-1.5708,0.2304,1
-1.5080,0.2304,1
-1.4451,0.2304,1
-1.3823,0.2304,1
-1.3195,0.2304,1
-1.2566,0.2304,1
-1.1938,0.2304,1
-1.1310,0.2304,1
-1.0681,0.2304,1
-1.0053,0.2304,1
-0.9425,0.2304,1
-0.8796,0.2304,1
-0.8168,0.2304,1
-0.7540,0.2304,1
-0.6912,0.2304,1
-0.6283,0.2304,1
-0.5655,0.2304,1
-0.5027,0.2304,1
-0.4398,0.2304,1
-0.3770,0.2304,1
-0.3142,0.2304,1
-0.2513,0.2304,1
-0.1885,0.2304,1
-0.1257,0.2304,1
-0.0628,0.2304,1
0.0000,0.2304,1
0.0628,0.2304,1
0.1257,0.2304,1
0.1885,0.2304,1
0.2513,0.2304,1
0.3142,0.2304,1
0.3770,0.2304,1
0.4398,0.2304,1
0.5027,0.2304,1
0.5655,0.2304,1
0.6283,0.2304,1
0.6912,0.2304,1
0.7540,0.2304,1
0.8168,0.2304,1
0.8796,0.2304,1
0.9425,0.2304,1
1.0053,0.2304,1
1.0681,0.2304,1
1.1310,0.2304,1
1.1938,0.2304,1
1.2566,0.2304,1
1.3195,0.2304,1
1.3823,0.2304,1
1.4451,0.2304,1
1.5080,0.2304,1
1.5708,0.2304,1
1.6336,0.2304,1
1.6965,0.2304,1
1.7593,0.2304,1
1.8221,0.2304,1
1.8850,0.2304,0
-1.8850,0.4608,0
-1.8221,0.4608,1
-1.7593,0.4608,1
-1.6965,0.4608,1
-1.6336,0.4608,1
-1.5708,0.4608,1
-1.5080,0.4608,1
-1.4451,0.4608,1
-1.3823,0.4608,1
-1.3195,0.4608,1
-1.2566,0.4608,1
-1.1938,0.4608,1
-1.1310,0.4608,1
-1.0681,0.4608,1
-1.0053,0.4608,1
-0.9425,0.4608,1
-0.8796,0.4608,1
-0.8168,0.4608,1
-0.7540,0.4608,1
-0.6912,0.4608,1
-0.6283,0.4608,1
-0.5655,0.4608,1
-0.5027,0.4608,1
-0.4398,0.4608,1
-0.3770,0.4608,1
-0.3142,0.4608,1
-0.2513,0.4608,1
-0.1885,0.4608,1
-0.1257,0.4608,1
-0.0628,0.4608,1
0.0000,0.4608,1
0.0628,0.4608,1
0.1257,0.4608,1
0.1885,0.4608,1
0.2513,0.4608,1
0.3142,0.4608,1
0.3770,0.4608,1
0.4398,0.4608,1
0.5027,0.4608,1
0.5655,0.4608,1
0.6283,0.4608,1
0.6912,0.4608,1
0.7540,0.4608,1
0.8168,0.4608,1
0.8796,0.4608,1
0.9425,0.4608,1
1.0053,0.4608,1
1.0681,0.4608,1
1.1310,0.4608,1
1.1938,0.4608,1
1.2566,0.4608,1
1.3195,0.4608,1
1.3823,0.4608,1
1.4451,0.4608,1
1.5080,0.4608,1
1.5708,0.4608,1
1.6336,0.4608,1
1.6965,0.4608,1
1.7593,0.4608,1
1.8221,0.4608,1
1.8850,0.4608,0
-1.8850,0.6912,0
-1.8221,0.6912,1
-1.7593,0.6912,1
-1.6965,0.6912,1
-1.6336,0.6912,1
-1.5708,0.6912,1
-1.5080,0.6912,1
-1.4451,0.6912,1
-1.3823,0.6912,1
-1.3195,0.6912,1
-1.2566,0.6912,1
-1.1938,0.6912,1
-1.1310,0.6912,1
-1.0681,0.6912,1
-1.0053,0.6912,1
-0.9425,0.6912,1
-0.8796,0.6912,1
-0.8168,0.6912,1
-0.7540,0.6912,1
-0.6912,0.6912,1
-0.6283,0.6912,1
-0.5655,0.6912,1
-0.5027,0.6912,1
-0.4398,0.6912,1
-0.3770,0.6912,1
-0.3142,0.6912,1
-0.2513,0.6912,1
-0.1885,0.6912,1
-0.1257,0.6912,1
-0.0628,0.6912,1
0.0000,0.6912,1
0.0628,0.6912,1
0.1257,0.6912,1
0.1885,0.6912,1
0.2513,0.6912,1
0.3142,0.6912,1
0.3770,0.6912,1
0.4398,0.6912,1
0.5027,0.6912,1
0.5655,0.6912,1
0.6283,0.6912,1
0.6912,0.6912,1
0.7540,0.6912,1
0.8168,0.6912,1
0.8796,0.6912,1
0.9425,0.6912,1
1.0053,0.6912,1
1.0681,0.6912,1
1.1310,0.6912,1
1.1938,0.6912,1
1.2566,0.6912,1
1.3195,0.6912,1
1.3823,0.6912,1
1.4451,0.6912,1
1.5080,0.6912,1
1.5708,0.6912,1
1.6336,0.6912,1
1.6965,0.6912,1
1.7593,0.6912,1
1.8221,0.6912,1
1.8850,0.6912,0
-1.8850,0.9215,0
-1.8221,0.9215,1
-1.7593,0.9215,1
-1.6965,0.9215,1
-1.6336,0.9215,1
-1.5708,0.9215,1
-1.5080,0.9215,1
-1.4451,0.9215,1
-1.3823,0.9215,1
-1.3195,0.9215,1
-1.2566,0.9215,1
-1.1938,0.9215,1
-1.1310,0.9215,1
-1.0681,0.9215,1
