traj_id,t,theta,w
5,0.7200,-1.01602,-2.38163
5,0.7800,-1.01723,-2.32794
5,0.8400,-1.01694,-2.27427
5,0.9000,-1.01539,-2.22056
5,0.9600,-1.01278,-2.16673
5,1.0200,-1.00926,-2.11275
5,1.0800,-1.00496,-2.05856
5,1.1400,-0.99997,-2.00413
5,1.2000,-0.99436,-1.94945
5,1.2600,-0.98820,-1.89447
5,1.3200,-0.98151,-1.83919
5,1.3800,-0.97434,-1.78360
5,1.4400,-0.96670,-1.72767
5,1.5000,-0.95862,-1.67141
5,1.5600,-0.95009,-1.61482
5,1.6200,-0.94113,-1.55788
5,1.6800,-0.93172,-1.50061
5,1.7400,-0.92187,-1.44300
5,1.8000,-0.91156,-1.38507
5,1.8600,-0.90078,-1.32682
5,1.9200,-0.88952,-1.26827
5,1.9800,-0.87776,-1.20943
5,2.0400,-0.86547,-1.15033
5,2.1000,-0.85265,-1.09099
5,2.1600,-0.83925,-1.03144
5,2.2200,-0.82527,-0.97171
5,2.2800,-0.81067,-0.91184
5,2.3400,-0.79541,-0.85188
5,2.4000,-0.77949,-0.79188
5,2.4600,-0.76285,-0.73191
5,2.5200,-0.74548,-0.67203
5,2.5800,-0.72734,-0.61231
5,2.6400,-0.70840,-0.55285
5,2.7000,-0.68863,-0.49375
5,2.7600,-0.66801,-0.43511
5,2.8200,-0.64652,-0.37705
5,2.8800,-0.62412,-0.31972
5,2.9400,-0.60081,-0.26325
5,3.0000,-0.57659,-0.20781
5,3.0600,-0.55144,-0.15356
5,3.1200,-0.52538,-0.10070
5,3.1800,-0.49843,-0.04941
5,3.2400,-0.47062,0.00009
5,3.3000,-0.44200,0.04761
5,3.3600,-0.41264,0.09293
5,3.4200,-0.38262,0.13583
5,3.4800,-0.35204,0.17611
5,3.5400,-0.32101,0.21359
5,3.6000,-0.28967,0.24807
5,3.6600,-0.25818,0.27939
5,3.7200,-0.22669,0.30744
5,3.7800,-0.19539,0.33210
5,3.8400,-0.16444,0.35330
5,3.9000,-0.13405,0.37102
5,3.9600,-0.10439,0.38527
5,4.0200,-0.07564,0.39609
5,4.0800,-0.04796,0.40356
5,4.1400,-0.02152,0.40779
5,4.2000,0.00356,0.40893
5,4.2600,0.02717,0.40714
5,4.3200,0.04919,0.40261
5,4.3800,0.06956,0.39555
5,4.4400,0.08822,0.38616
5,4.5000,0.10515,0.37466
5,4.5600,0.12032,0.36128
5,4.6200,0.13374,0.34622
5,4.6800,0.14542,0.32970
5,4.7400,0.15539,0.31194
5,4.8000,0.16370,0.29312
5,4.8600,0.17040,0.27345
5,4.9200,0.17554,0.25311
5,4.9800,0.17918,0.23226
5,5.0400,0.18141,0.21109
5,5.1000,0.18229,0.18973
5,5.1600,0.18189,0.16835
5,5.2200,0.18030,0.14708
5,5.2800,0.17761,0.12604
5,5.3400,0.17388,0.10536
5,5.4000,0.16921,0.08516
5,5.4600,0.16367,0.06553
5,5.5200,0.15736,0.04657
5,5.5800,0.15035,0.02837
5,5.6400,0.14273,0.01101
5,5.7000,0.13458,-0.00544
5,5.7600,0.12598,-0.02093
5,5.8200,0.11702,-0.03539
5,5.8800,0.10777,-0.04880
5,5.9400,0.09831,-0.06110
5,6.0000,0.08872,-0.07229
5,6.0600,0.07906,-0.08234
5,6.1200,0.06941,-0.09124
5,6.1800,0.05984,-0.09900
5,6.2400,0.05039,-0.10563
5,6.3000,0.04114,-0.11114
5,6.3600,0.03214,-0.11556
5,6.4200,0.02343,-0.11891
5,6.4800,0.01506,-0.12124
5,6.5400,0.00707,-0.12259
5,6.6000,-0.00051,-0.12300
5,6.6600,-0.00764,-0.12253
5,6.7200,-0.01431,-0.12123
5,6.7800,-0.02049,-0.11916
5,6.8400,-0.02617,-0.11637
5,6.9000,-0.03133,-0.11293
5,6.9600,-0.03597,-0.10891
5,7.0200,-0.04010,-0.10435
5,7.0800,-0.04370,-0.09934
5,7.1400,-0.04679,-0.09392
5,7.2000,-0.04937,-0.08816
5,7.2600,-0.05145,-0.08212
5,7.3200,-0.05306,-0.07586
5,7.3800,-0.05420,-0.06944
5,7.4400,-0.05490,-0.06290
5,7.5000,-0.05518,-0.05631
5,7.5600,-0.05505,-0.04971
5,7.6200,-0.05455,-0.04314
5,7.6800,-0.05370,-0.03665
5,7.7400,-0.05252,-0.03028
5,7.8000,-0.05105,-0.02407
5,7.8600,-0.04930,-0.01805
5,7.9200,-0.04731,-0.01226
5,7.9800,-0.04511,-0.00671
5,8.0400,-0.04272,-0.00144
5,8.1000,-0.04017,0.00354
5,8.1600,-0.03749,0.00820
5,8.2200,-0.03471,0.01254
5,8.2800,-0.03184,0.01654
5,8.3400,-0.02891,0.02019
5,8.4000,-0.02596,0.02349
5,8.4600,-0.02299,0.02644
5,8.5200,-0.02003,0.02902
5,8.5800,-0.01711,0.03126
5,8.6400,-0.01423,0.03315
5,8.7000,-0.01142,0.03470
5,8.7600,-0.00870,0.03591
5,8.8200,-0.00607,0.03680
5,8.8800,-0.00355,0.03739
5,8.9400,-0.00116,0.03768
5,9.0000,0.00111,0.03768
5,9.0600,0.00324,0.03743
5,9.1200,0.00522,0.03692
5,9.1800,0.00705,0.03619
5,9.2400,0.00872,0.03525
5,9.3000,0.01024,0.03412
5,9.3600,0.01160,0.03281
5,9.4200,0.01279,0.03135
5,9.4800,0.01383,0.02975
5,9.5400,0.01471,0.02804
5,9.6000,0.01544,0.02623
5,9.6600,0.01601,0.02435
5,9.7200,0.01645,0.02240
5,9.7800,0.01674,0.02041
5,9.8400,0.01689,0.01839
5,9.9000,0.01692,0.01636
5,9.9600,0.01683,0.01433
5,10.0200,0.01663,0.01232
5,10.0800,0.01633,0.01034
5,10.1400,0.01592,0.00841
5,10.2000,0.01543,0.00652
5,10.2600,0.01486,0.00470
5,10.3200,0.01422,0.00296
5,10.3800,0.01351,0.00129
5,10.4400,0.01276,-0.00029
5,10.5000,0.01195,-0.00177
5,10.5600,0.01111,-0.00316
5,10.6200,0.01025,-0.00444
5,10.6800,0.00936,-0.00562
5,10.7400,0.00845,-0.00669
5,10.8000,0.00754,-0.00766
5,10.8600,0.00663,-0.00851
5,10.9200,0.00573,-0.00925
5,10.9800,0.00483,-0.00989
5,11.0400,0.00396,-0.01042
5,11.1000,0.00311,-0.01085
5,11.1600,0.00229,-0.01117
5,11.2200,0.00149,-0.01140
5,11.2800,0.00074,-0.01154
5,11.3400,0.00002,-0.01158
5,11.4000,-0.00066,-0.01155
5,11.4600,-0.00129,-0.01143
5,11.5200,-0.00188,-0.01124
5,11.5800,-0.00241,-0.01099
5,11.6400,-0.00291,-0.01067
5,11.7000,-0.00335,-0.01029
5,11.7600,-0.00374,-0.00987
5,11.8200,-0.00409,-0.00940
5,11.8800,-0.00438,-0.00889
5,11.9400,-0.00463,-0.00835
5,12.0000,-0.00483,-0.00778
6,0.0000,-0.77010,-0.75921
6,0.0600,-0.75310,-0.69928
6,0.1200,-0.73535,-0.63948
6,0.1800,-0.71681,-0.57990
6,0.2400,-0.69745,-0.52062
6,0.3000,-0.67725,-0.46177
6,0.3600,-0.65617,-0.40344
6,0.4200,-0.63421,-0.34576
6,0.4800,-0.61133,-0.28889
6,0.5400,-0.58754,-0.23297
6,0.6000,-0.56283,-0.17816
6,0.6600,-0.53720,-0.12466
6,0.7200,-0.51066,-0.07264
6,0.7800,-0.48325,-0.02231
6,0.8400,-0.45501,0.02614
6,0.9000,-0.42599,0.07247
6,0.9600,-0.39627,0.11649
6,1.0200,-0.36594,0.15799
6,1.0800,-0.33511,0.19675
6,1.1400,-0.30391,0.23261
6,1.2000,-0.27248,0.26539
6,1.2600,-0.24098,0.29493
6,1.3200,-0.20958,0.32114
6,1.3800,-0.17846,0.34392
6,1.4400,-0.14780,0.36323
6,1.5000,-0.11779,0.37906
6,1.5600,-0.08861,0.39143
6,1.6200,-0.06044,0.40041
6,1.6800,-0.03342,0.40610
6,1.7400,-0.00771,0.40863
6,1.8000,0.01657,0.40816
6,1.8600,0.03932,0.40486
6,1.9200,0.06044,0.39893
6,1.9800,0.07988,0.39058
6,2.0400,0.09760,0.38002
6,2.1000,0.11357,0.36748
6,2.1600,0.12778,0.35316
6,2.2200,0.14025,0.33729
6,2.2800,0.15099,0.32008
6,2.3400,0.16005,0.30172
6,2.4000,0.16748,0.28243
6,2.4600,0.17332,0.26238
6,2.5200,0.17764,0.24175
6,2.5800,0.18050,0.22071
6,2.6400,0.18198,0.19942
6,2.7000,0.18216,0.17804
6,2.7600,0.18111,0.15671
6,2.8200,0.17891,0.13556
6,2.8800,0.17564,0.11471
6,2.9400,0.17139,0.09428
6,3.0000,0.16624,0.07438
6,3.0600,0.16027,0.05511
6,3.1200,0.15357,0.03657
6,3.1800,0.14622,0.01882
6,3.2400,0.13831,0.00195
6,3.3000,0.12991,-0.01398
6,3.3600,0.12111,-0.02891
6,3.4200,0.11198,-0.04280
6,3.4800,0.10261,-0.05561
6,3.5400,0.09308,-0.06730
6,3.6000,0.08344,-0.07787
6,3.6600,0.07379,-0.08729
6,3.7200,0.06417,-0.09557
6,3.7800,0.05466,-0.10271
6,3.8400,0.04532,-0.10873
6,3.9000,0.03620,-0.11364
6,3.9600,0.02736,-0.11747
6,4.0200,0.01883,-0.12026
6,4.0800,0.01066,-0.12205
6,4.1400,0.00290,-0.12289
6,4.2000,-0.00444,-0.12281
6,4.2600,-0.01132,-0.12188
6,4.3200,-0.01772,-0.12015
6,4.3800,-0.02363,-0.11768
6,4.4400,-0.02903,-0.11454
6,4.5000,-0.03391,-0.11077
6,4.5600,-0.03827,-0.10645
6,4.6200,-0.04210,-0.10164
6,4.6800,-0.04543,-0.09640
6,4.7400,-0.04823,-0.09080
6,4.8000,-0.05054,-0.08488
6,4.8600,-0.05237,-0.07872
6,4.9200,-0.05372,-0.07236
6,4.9800,-0.05462,-0.06587
6,5.0400,-0.05508,-0.05930
6,5.1000,-0.05514,-0.05270
6,5.1600,-0.05480,-0.04611
6,5.2200,-0.05411,-0.03958
6,5.2800,-0.05308,-0.03316
6,5.3400,-0.05174,-0.02687
6,5.4000,-0.05011,-0.02077
6,5.4600,-0.04823,-0.01487
6,5.5200,-0.04613,-0.00921
6,5.5800,-0.04382,-0.00381
6,5.6400,-0.04134,0.00130
6,5.7000,-0.03872,0.00611
6,5.7600,-0.03598,0.01060
6,5.8200,-0.03314,0.01475
6,5.8800,-0.03024,0.01856
6,5.9400,-0.02730,0.02202
6,6.0000,-0.02433,0.02513
6,6.0600,-0.02137,0.02788
6,6.1200,-0.01843,0.03027
6,6.1800,-0.01553,0.03232
6,6.2400,-0.01269,0.03402
6,6.3000,-0.00993,0.03538
6,6.3600,-0.00725,0.03642
6,6.4200,-0.00469,0.03715
6,6.4800,-0.00223,0.03757
6,6.5400,0.00009,0.03770
6,6.6000,0.00228,0.03756
6,6.6600,0.00433,0.03717
6,6.7200,0.00623,0.03654
6,6.7800,0.00798,0.03569
6,6.8400,0.00956,0.03464
6,6.9000,0.01099,0.03341
6,6.9600,0.01226,0.03202
6,7.0200,0.01337,0.03048
6,7.0800,0.01432,0.02882
6,7.1400,0.01512,0.02706
6,7.2000,0.01576,0.02521
6,7.2600,0.01626,0.02329
6,7.3200,0.01662,0.02131
6,7.3800,0.01683,0.01931
6,7.4400,0.01692,0.01728
6,7.5000,0.01688,0.01525
6,7.5600,0.01673,0.01323
6,7.6200,0.01647,0.01124
6,7.6800,0.01611,0.00928
6,7.7400,0.01566,0.00737
6,7.8000,0.01512,0.00552
6,7.8600,0.01451,0.00374
6,7.9200,0.01384,0.00204
6,7.9800,0.01310,0.00042
6,8.0400,0.01232,-0.00111
6,8.1000,0.01150,-0.00254
6,8.1600,0.01064,-0.00387
6,8.2200,0.00976,-0.00510
6,8.2800,0.00886,-0.00622
6,8.3400,0.00795,-0.00723
6,8.4000,0.00704,-0.00813
6,8.4600,0.00613,-0.00892
6,8.5200,0.00524,-0.00961
6,8.5800,0.00435,-0.01019
6,8.6400,0.00349,-0.01066
6,8.7000,0.00266,-0.01103
6,8.7600,0.00185,-0.01130
6,8.8200,0.00108,-0.01148
6,8.8800,0.00034,-0.01157
6,8.9400,-0.00035,-0.01157
6,9.0000,-0.00101,-0.01149
6,9.0600,-0.00161,-0.01133
6,9.1200,-0.00217,-0.01111
6,9.1800,-0.00269,-0.01082
6,9.2400,-0.00315,-0.01047
6,9.3000,-0.00357,-0.01007
6,9.3600,-0.00393,-0.00962
6,9.4200,-0.00425,-0.00913
6,9.4800,-0.00452,-0.00860
6,9.5400,-0.00474,-0.00804
6,9.6000,-0.00492,-0.00746
6,9.6600,-0.00505,-0.00687
6,9.7200,-0.00514,-0.00625
6,9.7800,-0.00519,-0.00563
6,9.8400,-0.00520,-0.00501
6,9.9000,-0.00517,-0.00439
6,9.9600,-0.00511,-0.00377
6,10.0200,-0.00501,-0.00316
6,10.0800,-0.00489,-0.00257
6,10.1400,-0.00473,-0.00199
6,10.2000,-0.00456,-0.00143
6,10.2600,-0.00436,-0.00090
6,10.3200,-0.00415,-0.00039
6,10.3800,-0.00391,0.00010
6,10.4400,-0.00367,0.00055
6,10.5000,-0.00341,0.00098
6,10.5600,-0.00314,0.00137
6,10.6200,-0.00287,0.00173
6,10.6800,-0.00259,0.00206
6,10.7400,-0.00231,0.00236
6,10.8000,-0.00203,0.00262
6,10.8600,-0.00175,0.00285
6,10.9200,-0.00148,0.00304
6,10.9800,-0.00121,0.00320
6,11.0400,-0.00095,0.00333
6,11.1000,-0.00070,0.00343
6,11.1600,-0.00045,0.00350
6,11.2200,-0.00022,0.00354
6,11.2800,-0.00000,0.00356
6,11.3400,0.00021,0.00355
6,11.4000,0.00040,0.00351
6,11.4600,0.00058,0.00345
6,11.5200,0.00074,0.00337
6,11.5800,0.00090,0.00327
6,11.6400,0.00103,0.00316
6,11.7000,0.00115,0.00303
6,11.7600,0.00126,0.00288
6,11.8200,0.00135,0.00273
6,11.8800,0.00142,0.00256
6,11.9400,0.00148,0.00239
6,12.0000,0.00153,0.00221
7,0.0000,0.01429,0.73949
7,0.0600,0.05645,0.73535
7,0.1200,0.09565,0.72635
7,0.1800,0.13172,0.71290
7,0.2400,0.16454,0.69545
7,0.3000,0.19409,0.67445
7,0.3600,0.22034,0.65033
7,0.4200,0.24337,0.62353
7,0.4800,0.26323,0.59445
7,0.5400,0.28005,0.56345
7,0.6000,0.29395,0.53088
7,0.6600,0.30506,0.49706
7,0.7200,0.31354,0.46226
7,0.7800,0.31952,0.42676
7,0.8400,0.32316,0.39079
7,0.9000,0.32460,0.35457
7,0.9600,0.32398,0.31831
7,1.0200,0.32144,0.28220
7,1.0800,0.31712,0.24641
7,1.1400,0.31114,0.21112
7,1.2000,0.30363,0.17649
7,1.2600,0.29471,0.14266
7,1.3200,0.28451,0.10978
7,1.3800,0.27314,0.07799
7,1.4400,0.26073,0.04742
7,1.5000,0.24738,0.01818
7,1.5600,0.23322,-0.00960
7,1.6200,0.21836,-0.03583
7,1.6800,0.20292,-0.06041
7,1.7400,0.18702,-0.08326
7,1.8000,0.17077,-0.10432
7,1.8600,0.15430,-0.12353
7,1.9200,0.13771,-0.14085
7,1.9800,0.12112,-0.15625
7,2.0400,0.10464,-0.16973
7,2.1000,0.08837,-0.18128
7,2.1600,0.07241,-0.19093
7,2.2200,0.05686,-0.19871
7,2.2800,0.04180,-0.20466
7,2.3400,0.02731,-0.20884
7,2.4000,0.01346,-0.21132
7,2.4600,0.00032,-0.21218
7,2.5200,-0.01206,-0.21150
7,2.5800,-0.02364,-0.20939
7,2.6400,-0.03437,-0.20593
7,2.7000,-0.04424,-0.20124
7,2.7600,-0.05322,-0.19542
7,2.8200,-0.06130,-0.18858
7,2.8800,-0.06848,-0.18083
7,2.9400,-0.07476,-0.17227
7,3.0000,-0.08015,-0.16302
7,3.0600,-0.08467,-0.15318
7,3.1200,-0.08834,-0.14285
7,3.1800,-0.09118,-0.13214
7,3.2400,-0.09322,-0.12114
7,3.3000,-0.09449,-0.10994
7,3.3600,-0.09504,-0.09863
7,3.4200,-0.09490,-0.08729
7,3.4800,-0.09411,-0.07601
7,3.5400,-0.09272,-0.06486
7,3.6000,-0.09077,-0.05390
7,3.6600,-0.08830,-0.04320
7,3.7200,-0.08537,-0.03282
7,3.7800,-0.08201,-0.02281
7,3.8400,-0.07828,-0.01322
7,3.9000,-0.07423,-0.00409
7,3.9600,-0.06990,0.00454
7,4.0200,-0.06533,0.01265
7,4.0800,-0.06057,0.02020
7,4.1400,-0.05566,0.02717
7,4.2000,-0.05065,0.03355
7,4.2600,-0.04558,0.03934
7,4.3200,-0.04048,0.04451
7,4.3800,-0.03540,0.04907
7,4.4400,-0.03036,0.05303
7,4.5000,-0.02540,0.05639
7,4.5600,-0.02055,0.05916
7,4.6200,-0.01584,0.06135
7,4.6800,-0.01129,0.06299
7,4.7400,-0.00693,0.06410
7,4.8000,-0.00276,0.06469
7,4.8600,0.00117,0.06479
7,4.9200,0.00488,0.06444
7,4.9800,0.00833,0.06365
7,5.0400,0.01153,0.06247
7,5.1000,0.01445,0.06092
7,5.1600,0.01711,0.05903
7,5.2200,0.01950,0.05684
7,5.2800,0.02161,0.05437
7,5.3400,0.02344,0.05168
7,5.4000,0.02501,0.04877
7,5.4600,0.02631,0.04570
7,5.5200,0.02735,0.04248
7,5.5800,0.02813,0.03915
7,5.6400,0.02868,0.03574
7,5.7000,0.02899,0.03228
7,5.7600,0.02909,0.02880
7,5.8200,0.02897,0.02532
7,5.8800,0.02866,0.02186
7,5.9400,0.02817,0.01844
7,6.0000,0.02751,0.01510
7,6.0600,0.02669,0.01185
7,6.1200,0.02574,0.00870
7,6.1800,0.02466,0.00567
7,6.2400,0.02347,0.00278
7,6.3000,0.02218,0.00004
7,6.3600,0.02082,-0.00255
7,6.4200,0.01939,-0.00496
7,6.4800,0.01791,-0.00720
7,6.5400,0.01638,-0.00927
7,6.6000,0.01483,-0.01114
7,6.6600,0.01327,-0.01283
7,6.7200,0.01170,-0.01434
7,6.7800,0.01015,-0.01565
7,6.8400,0.00861,-0.01678
7,6.9000,0.00710,-0.01773
7,6.9600,0.00563,-0.01850
7,7.0200,0.00421,-0.01909
7,7.0800,0.00284,-0.01952
7,7.1400,0.00152,-0.01978
7,7.2000,0.00028,-0.01989
7,7.2600,-0.00090,-0.01986
7,7.3200,-0.00200,-0.01969
7,7.3800,-0.00302,-0.01939
7,7.4400,-0.00397,-0.01897
7,7.5000,-0.00483,-0.01845
7,7.5600,-0.00561,-0.01782
7,7.6200,-0.00630,-0.01711
7,7.6800,-0.00691,-0.01632
7,7.7400,-0.00743,-0.01546
7,7.8000,-0.00787,-0.01454
7,7.8600,-0.00824,-0.01357
7,7.9200,-0.00852,-0.01257
7,7.9800,-0.00873,-0.01153
7,8.0400,-0.00886,-0.01048
7,8.1000,-0.00893,-0.00941
7,8.1600,-0.00892,-0.00834
7,8.2200,-0.00886,-0.00727
7,8.2800,-0.00874,-0.00621
7,8.3400,-0.00856,-0.00518
7,8.4000,-0.00833,-0.00416
7,8.4600,-0.00806,-0.00318
7,8.5200,-0.00775,-0.00223
7,8.5800,-0.00740,-0.00131
7,8.6400,-0.00702,-0.00045
7,8.7000,-0.00662,0.00037
7,8.7600,-0.00619,0.00114
7,8.8200,-0.00574,0.00186
7,8.8800,-0.00528,0.00252
7,8.9400,-0.00481,0.00313
7,9.0000,-0.00433,0.00368
7,9.0600,-0.00385,0.00417
7,9.1200,-0.00337,0.00460
7,9.1800,-0.00289,0.00498
7,9.2400,-0.00242,0.00530
7,9.3000,-0.00196,0.00557
7,9.3600,-0.00152,0.00578
7,9.4200,-0.00109,0.00593
7,9.4800,-0.00068,0.00604
7,9.5400,-0.00028,0.00610
7,9.6000,0.00009,0.00611
7,9.6600,0.00044,0.00608
7,9.7200,0.00077,0.00601
7,9.7800,0.00107,0.00590
7,9.8400,0.00135,0.00575
7,9.9000,0.00160,0.00558
7,9.9600,0.00183,0.00537
7,10.0200,0.00203,0.00514
7,10.0800,0.00220,0.00489
7,10.1400,0.00235,0.00462
7,10.2000,0.00247,0.00433
7,10.2600,0.00257,0.00402
7,10.3200,0.00265,0.00371
7,10.3800,0.00270,0.00339
7,10.4400,0.00273,0.00306
7,10.5000,0.00274,0.00273
7,10.5600,0.00273,0.00240
7,10.6200,0.00271,0.00208
7,10.6800,0.00266,0.00176
7,10.7400,0.00260,0.00144
7,10.8000,0.00252,0.00113
7,10.8600,0.00243,0.00083
7,10.9200,0.00233,0.00055
7,10.9800,0.00222,0.00027
7,11.0400,0.00210,0.00002
7,11.1000,0.00197,-0.00023
7,11.1600,0.00184,-0.00046
7,11.2200,0.00170,-0.00067
7,11.2800,0.00155,-0.00087
7,11.3400,0.00141,-0.00104
7,11.4000,0.00126,-0.00120
7,11.4600,0.00111,-0.00135
7,11.5200,0.00096,-0.00147
7,11.5800,0.00082,-0.00158
7,11.6400,0.00068,-0.00167
7,11.7000,0.00054,-0.00174
7,11.7600,0.00040,-0.00180
7,11.8200,0.00027,-0.00184
7,11.8800,0.00015,-0.00187
7,11.9400,0.00003,-0.00188
7,12.0000,-0.00008,-0.00187
