delta_rad,delta_deg,theta_star,initial_bearing_grid_max,theorem_envelope_on_grid,observed_reach,Theta,condition_C_holds,worst_theta0,worst_w0,protocol
0.17453292519943295,10.0,1.3023473075306242,1.0,1.3023473075306242,1.2877446033923527,1.7453292519943295,True,1.0,6.632251157578452,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
0.33121589213983293,18.977272727272723,1.3116495153713705,1.0,1.3116495153713705,1.2984742360196069,1.9020122189347295,True,1.0,6.945617091459252,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
0.487898859080233,27.954545454545453,1.3203044134611712,1.0,1.3203044134611712,1.3083890017099946,2.0586951858751297,True,1.0,7.2589830253400525,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
0.644581826020633,36.93181818181817,1.3283791675410184,1.0,1.3283791675410184,1.3175774449606805,2.2153781528155294,True,1.0,7.572348959220852,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
0.801264792961033,45.90909090909091,1.335931775042266,1.0,1.335931775042266,1.326116439916756,2.3720611197559296,True,1.0,7.885714893101652,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
0.957947759901433,54.886363636363626,1.3430126005360026,1.0,1.3430126005360026,1.3340728985951116,2.5287440866963298,True,1.0,8.199080826982453,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
1.114630726841833,63.86363636363635,1.3496656093647834,1.0,1.3496656093647834,1.3415050651792861,2.6854270536367295,True,1.0,8.512446760863252,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
1.2713136937822331,72.8409090909091,1.3559293670055244,1.0,1.3559293670055244,1.3484636607450846,2.8421100205771297,True,1.0,8.825812694744052,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
1.427996660722633,81.81818181818181,1.3618378548733223,1.0,1.3618378548733223,1.3549932981092803,2.99879298751753,True,1.0,9.139178628624853,"original forward-Euler grid: theta0=0:0.1:1.0, 23 w0 values"
