d_over_Dstar,d_bar,barrier_limit_deg,effective_limit_deg,binding_constraint,h_theta_sup_ms
0.0,0.0,12.854682427511397,12.854682427511397,barrier,24.74820735610988
0.25,0.39269908169872414,9.73686927560684,9.73686927560684,barrier,18.390623615575635
0.5,0.7853981633974483,6.5520124597051295,6.5520124597051295,barrier,12.15117701166303
0.75,1.1780972450961724,3.3044875241172664,3.3044875241172664,barrier,6.022196874617116
